-996,500	0,000
-988,500	0,000
-980,500	0,000
-972,499	0,000
-964,499	0,000
-956,499	0,000
-948,499	0,000
-940,499	0,000
-932,499	0,000
-924,498	0,000
-916,498	0,000
-908,498	0,000
-900,498	0,000
-892,498	0,000
-884,498	0,000
-876,497	0,000
-868,497	0,000
-860,497	0,000
-852,497	0,000
-844,497	0,000
-836,497	0,000
-828,496	0,000
-820,496	0,000
-812,496	0,000
-804,496	0,000
-796,496	0,000
-788,496	0,000
-780,495	0,000
-772,495	0,000
-764,495	0,000
-756,495	0,000
-748,495	0,000
-740,495	0,000
-732,494	0,000
-724,494	0,000
-716,494	0,000
-708,494	0,000
-700,494	0,000
-692,494	0,000
-684,493	0,000
-676,493	0,000
-668,493	0,000
-660,493	0,000
-652,493	0,000
-644,493	0,000
-636,492	0,000
-628,492	0,000
-620,492	0,000
-612,492	0,000
-604,492	0,000
-596,492	0,000
-588,491	0,000
-580,491	0,000
-572,491	0,000
-564,491	0,000
-556,491	0,000
-548,491	0,000
-540,490	0,000
-532,490	0,000
-524,490	0,000
-516,490	0,000
-508,490	0,000
-500,490	0,000
-492,489	0,000
-484,489	0,000
-476,489	0,000
-468,489	0,000
-460,489	0,000
-452,489	0,000
-444,488	0,000
-436,488	0,000
-428,488	0,000
-420,488	0,000
-412,488	0,000
-404,488	0,000
-396,487	0,000
-388,487	0,000
-380,487	0,000
-372,487	0,000
-364,487	0,000
-356,487	0,000
-348,486	0,000
-340,486	0,000
-332,486	0,000
-324,486	0,000
-316,486	0,000
-308,486	0,000
-300,485	0,000
-292,485	0,000
-284,485	0,000
-276,485	0,000
-268,485	0,000
-260,485	0,000
-252,484	0,000
-244,484	0,000
-236,484	0,000
-228,484	0,000
-220,484	0,000
-212,484	0,000
-204,483	0,000
-196,483	0,000
-188,483	0,000
-180,483	0,000
-172,483	0,000
-164,483	0,000
-156,482	0,000
-148,482	0,000
-140,482	0,000
-132,482	0,000
-124,482	0,000
-116,482	1,000
-108,481	3,000
-100,481	5,000
-92,481	9,000
-84,481	31,000
-76,481	79,000
-68,481	114,000
-60,480	285,000
-52,480	462,000
-44,480	769,000
-36,480	1296,000
-28,480	1728,000
-20,480	2233,000
-12,479	2583,000
-4,479	2886,000
3,521	2847,000
11,521	2759,000
19,521	2265,000
27,521	1814,000
35,522	1325,000
43,522	881,000
51,522	529,000
59,522	310,000
67,522	180,000
75,522	113,000
83,523	59,000
91,523	36,000
99,523	31,000
107,523	28,000
115,523	22,000
123,523	18,000
131,524	13,000
139,524	15,000
147,524	13,000
155,524	24,000
163,524	19,000
171,524	18,000
179,525	10,000
187,525	16,000
195,525	12,000
203,525	9,000
211,525	14,000
219,525	18,000
227,526	14,000
235,526	10,000
243,526	9,000
251,526	12,000
259,526	12,000
267,526	12,000
275,527	6,000
283,527	9,000
291,527	7,000
299,527	10,000
307,527	5,000
315,527	8,000
323,528	6,000
331,528	10,000
339,528	13,000
347,528	5,000
355,528	11,000
363,528	7,000
371,529	4,000
379,529	4,000
387,529	10,000
395,529	7,000
403,529	11,000
411,529	8,000
419,530	9,000
427,530	10,000
435,530	6,000
443,530	7,000
451,530	11,000
459,530	9,000
467,531	11,000
475,531	8,000
483,531	8,000
491,531	7,000
499,531	8,000
507,531	7,000
515,532	6,000
523,532	11,000
531,532	11,000
539,532	10,000
547,532	10,000
555,532	5,000
563,533	10,000
571,533	15,000
579,533	12,000
587,533	21,000
595,533	11,000
603,533	11,000
611,534	13,000
619,534	11,000
627,534	15,000
635,534	12,000
643,534	8,000
651,534	17,000
659,535	9,000
667,535	11,000
675,535	14,000
683,535	20,000
691,535	13,000
699,535	23,000
707,536	16,000
715,536	21,000
723,536	12,000
731,536	23,000
739,536	19,000
747,536	22,000
755,537	24,000
